release_speed,release_pos_x,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,spin_axis,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in
76.9,2.51,6.39,-0.54,-0.69,-0.47,0.7,-5.329412732,-111.8635064,-3.822890336,-3.562602887,20.067463739586582,-37.45981956,3.37,1.53,76.9,2275,6.3,54.24,334,4.54,-0.54,0.54
77.5,2.65,6.25,-0.65,-0.85,0.96,2.11,-2.438348677,-112.800093,-0.309456408,-5.045942842,21.76042868879716,-39.53870169,3.37,1.53,77.5,2178,6.4,54.07,329,4.66,-0.65,0.65
94.9,2.62,6.21,0.63,1.47,-0.77,3.45,-10.29076387,-137.8028285,-4.827928597,10.30976780207724,30.307387673911677,-12.46981642,3.37,1.53,94.8,2268,6.3,54.16,144,1.07,0.63,-0.63
92.4,2.46,6.29,0.75,1.37,0.15,2.41,-7.496559332,-134.2650179,-7.096178334,10.60801234315346,26.950349800363576,-14.18914555,3.32,1.51,92.7,2244,6.4,54.13,143,1.29,0.75,0.75
86.4,2.72,6.08,-0.28,0.16,-2.08,0.97,-10.86861367,-125.3472949,-6.242722297,-0.74911744,25.03630240502951,-29.4045414,3.32,1.51,86.5,2023,6.5,53.99,199,2.91,-0.28,-0.28
94.3,2.8,6.14,0.92,1.29,0.11,2.61,-9.0464849,-136.9448329,-6.3314505,13.527712077607688,30.510228206194743,-14.73175326,3.32,1.51,94.5,2208,6.5,53.99,138,1.29,0.92,-0.92
93.8,2.7,6.12,0.77,1.31,-0.47,2.1,-9.912015937,-136.1790869,-7.573071959,11.71763865373414,29.242457709627125,-14.29283059,3.32,1.51,93.8,2158,6.4,54.11,136,1.28,0.77,-0.77
92.7,2.8,6.25,0.83,1.25,0.95,4.06,-6.53108445,-134.9379508,-2.581668605,11.486252372847122,27.80717632,-16.51067354,3.41,1.56,93.1,2084,6.4,54.1,139,1.39,0.83,-0.83
94.2,2.76,6.12,0.72,1.25,0.61,3.57,-7.177930181,-137.1515073,-3.76657945,10.582528670316536,27.87318410490061,-15.71887727,3.41,1.56,94.5,2145,6.2,54.25,135,1.3,0.72,-0.72
82.2,2.56,6.47,1.29,0.6,1.66,3.56,-4.456914293,-119.6480815,-1.246519134,13.29053210663954,21.67593189561708,-26.33515078,3.41,1.56,81.1,1597,5.4,55.09,130,2.75,1.29,-1.29
76,2.39,6.45,-0.51,-0.93,1.44,0.93,-1.079677998,-110.7762533,-2.938004714,-4.082943884,17.67924957679309,-39.63767553,3.41,1.56,76.4,2280,6.2,54.28,343,4.83,-0.51,0.51
78.4,2.43,6.31,-0.28,-0.45,-0.18,2.61,-5.094153956,-114.1929123,-0.409979103,-1.643612747,18.728845688453006,-36.26943813,3.66,1.68,78.6,2179,6.2,54.35,331,4.12,-0.28,0.28
94.7,2.79,6.08,0.7,1.11,0.61,3.07,-7.257311172,-137.6342653,-4.642553625,10.502984478027525,31.438131826586257,-17.23883772,3.66,1.68,94.6,2101,6.4,54.11,139,1.44,0.7,-0.7
94.6,2.57,6.27,0.9,1.14,0.17,3.87,-8.257112052,-137.5311331,-3.099491301,13.290643573190223,31.547507914901978,-17.19913457,3.66,1.68,94.4,2191,6.3,54.2,138,1.42,0.9,-0.9
94.9,2.67,6.21,0.77,1.2,0.07,3.07,-8.551558609,-137.9782925,-5.260078463,11.701747408529933,30.097216308526612,-15.89810117,3.66,1.68,95.4,2065,6.6,53.95,140,1.34,0.77,-0.77
96.2,2.79,6,0.87,1.37,0.41,2.71,-8.292978741,-139.8158307,-6.291988998,13.207198529209409,29.563250593601783,-12.86737177,3.58,1.68,96.6,2254,6.5,54.03,138,1.08,0.87,0.87
96,2.51,6.26,0.78,1.37,-0.36,3.85,-9.391899924,-139.6165667,-3.957308803,12.231906859727054,28.34813617246904,-13.47092655,3.58,1.68,96.6,2158,6.5,54.04,144,1.09,0.78,0.78
87.1,2.83,6.05,-0.34,-0.12,0.11,2.48,-5.848015098,-126.6528776,-2.110588741,-2.371420614,27.566418924839844,-33.26176216,3.58,1.68,87.1,2096,6.4,54.05,259,3.15,-0.34,-0.34
87.1,2.72,6.11,-0.35,0.18,-0.46,2.56,-6.952105174,-126.7421041,-2.774711868,-2.43881998,24.03660149261992,-29.91740241,3.58,1.68,87.6,2144,6.5,54.03,211,2.81,-0.35,-0.35
87.1,2.8,6.15,-0.29,0.4,-0.99,1.66,-8.525489384,-126.5613599,-5.497787114,-1.540748325,23.164018855688933,-26.95791198,3.58,1.68,87.7,2120,6.5,54.01,179,2.59,-0.29,-0.29
96.3,2.7,6.11,0.89,1.17,0.02,3.63,-9.146344981,-140.0899946,-3.733115446,13.605974423255908,28.32258510993587,-16.09442358,3.58,1.68,96.9,2249,6.4,54.1,140,1.27,0.89,0.89
96.7,2.9,6.04,0.88,1.28,0.37,2.02,-8.755468851,-140.469898,-8.152538823,13.528994023082426,27.899639974280944,-13.50880733,3.76,1.75,97.3,2283,6.4,54.08,135,1.14,0.88,-0.88
96.5,2.71,6.29,0.79,1.32,-0.01,4.63,-9.008213307,-140.3476006,-1.889661145,12.358898453740176,29.393968959502875,-14.36062296,3.76,1.75,96.7,2193,6.3,54.22,146,1.11,0.79,-0.79
86.6,2.43,6.35,1.46,1.02,0.99,2.29,-6.389026601,-125.908285,-5.559664773,16.810179888066905,24.989646179616344,-20.34139566,3.76,1.75,86.2,1899,6.1,54.44,134,2.02,1.46,-1.46
88.2,2.65,6.1,-0.05,0.29,-0.09,1.73,-6.589334832,-128.4033638,-5.249445346,0.6940770058447473,23.55070991966784,-28.10806334,3.76,1.75,89,2084,6.5,53.99,188,2.61,-0.05,0.05
78.4,2.3,6.42,-0.53,-0.41,-0.31,1.52,-4.667382497,-114.0415822,-2.936009423,-3.704971046,21.67285903264556,-35.41388712,3.49,1.6,78.4,2179,6.4,54.1,330,4.13,-0.53,-0.53
94.6,2.07,6.47,0.79,1.6,0.07,3.14,-6.983494998,-137.4784668,-6.553140381,11.593258269038357,30.385781310673085,-10.5746988,3.49,1.6,94.4,2174,6.3,54.24,147,0.95,0.79,0.79
95.4,2.34,6.38,0.95,1.31,-0.02,2.93,-8.325688467,-138.5735078,-6.387717758,14.04681946675619,29.622557533907123,-14.00569765,3.49,1.6,95.4,2129,6.3,54.22,142,1.19,0.95,0.95
93.3,2.56,6.33,0.87,1.2,-0.23,2.93,-9.084300488,-135.5880501,-5.662418865,12.64585687248904,27.59965021113469,-16.29378202,3.49,1.6,93.5,2126,6.3,54.2,143,1.41,0.87,0.87
84.2,1.98,6.08,0.97,-0.09,-0.24,1.92,-7.029257627,-122.3306026,-2.993684118,11.256536941023858,27.68613625,-32.58498435,3.58,1.72,83.1,1244,6,54.52,127,3.35,0.97,-0.97
82.5,1.8,6.19,1.26,0.31,-0.48,2.28,-7.549552101,-119.8149912,-2.880620769,13.6510626,25.189700652814388,-28.85033223,3.6,1.76,81.2,1711,5.7,54.75,136,3.08,1.26,-1.26
95.7,1.58,6.13,0.59,1.35,0.49,1.77,-4.205157401,-139.1053872,-8.936582093,8.570931627761288,29.829480182453796,-12.79285077,3.73,1.83,95.9,2141,6.4,54.14,144,1.13,0.59,-0.59
74.6,1.61,6.24,-0.66,-0.79,-1.36,1.95,-4.923312391,-108.4799243,-0.172819456,-4.228786491,20.31310662020638,-38.58179638,3.63,1.81,74.2,2242,6.2,54.33,328,4.92,-0.66,0.66
95.4,1.8,6.08,1.39,1.25,-0.35,2.51,-8.773719876,-138.4605319,-6.497699784,19.92867953543826,34.18512819962809,-14.8298104,3.6,1.86,94.9,2025,6.4,54.13,145,1.29,1.39,-1.39
96.7,1.79,6.24,0.9,1.46,1.36,3.82,-3.194128718,-140.6574581,-4.116673568,12.663964583945011,38.49241855249056,-12.22270633,3.58,1.78,95.7,2194,6.2,54.32,150,1.02,0.9,-0.9
83.8,1.93,6.13,1.42,0.54,0.57,1.61,-5.92519605,-121.7390955,-4.993147407,15.250142226168451,27.11957675133398,-25.97436608,3.46,1.72,83.1,1747,6.2,54.26,128,2.75,1.42,-1.42
87,1.95,6.1,-0.21,0.55,0.26,1.65,-3.625075396,-126.6456989,-5.66114166,-1.534821952,25.720848333156194,-25.31163243,3.46,1.72,87.2,1951,6.4,54.09,153,2.46,-0.21,0.21
82.7,1.86,6.24,1.11,0.31,0.53,2.23,-5.171066736,-120.271955,-3.157241596,11.84584829825034,26.340452922776333,-28.72856699,3.51,1.59,81.8,1567,6,54.5,134,3.06,1.11,-1.11
83.7,1.77,6.15,1.43,0.43,0.37,0.83,-5.986541375,-121.4829768,-6.530322265,15.31520585,27.32066431529165,-26.68977976,3.76,1.7,82.5,1488,6,54.52,127,2.88,1.43,-1.43
85,1.53,6.12,0.98,0.44,-0.12,1.2,-5.823683438,-123.5783337,-6.072955454,11.168763767691136,25.045233855417614,-26.64351696,3.49,1.65,84.9,1579,6.3,54.17,135,2.73,0.98,-0.98
86.5,1.86,6.07,1.19,0.34,1.36,2.69,-3.596127815,-125.9318027,-2.509892932,13.429460654755086,27.10660017226309,-28.24081779,3.49,1.65,85.5,1698,5.8,54.73,123,2.72,1.19,-1.19
96.7,1.81,6.12,0.6,1.37,1.11,3.82,-3.218240618,-140.7527433,-3.682967988,8.708302066,33.077135454826305,-13.31640408,3.49,1.65,96.3,2185,6.2,54.35,148,1.07,0.6,-0.6
95.1,1.64,6.2,0.41,1.43,0.44,2.08,-4.028833958,-138.1753665,-8.240499276,6.240542344645427,34.083346175813915,-12.24863555,3.6,1.73,94.3,2132,6.1,54.35,145,1.13,0.41,-0.41
94.2,1.77,6.27,0.65,1.44,0.4,3.41,-4.971338754,-137.0134143,-4.889526488,9.299237199020656,32.46215098,-13.12731648,3.58,1.73,93.5,2153,6.1,54.41,148,1.14,0.65,-0.65
88.2,2.03,6.05,-0.22,0.54,-0.07,1.39,-4.659159447,-128.2313644,-6.320080294,-1.396085725,27.506446307593247,-25.09623655,3.53,1.64,88.1,1970,6.4,54.15,153,2.41,-0.22,0.22
80.9,1.65,6.17,-0.24,0.12,-1.05,1.24,-5.569672115,-117.6431905,-4.586478594,-1.181807377,22.51381703,-30.37638712,3.6,1.73,80.8,2184,6.3,54.23,324,3.37,-0.24,0.24
94.8,1.72,6.18,0.56,1.28,-0.83,2.26,-7.877598924,-137.6624093,-7.336235364,8.941503859433778,33.57771980883449,-14.40456351,3.6,1.76,93.9,2033,6.1,54.4,147,1.29,0.56,-0.56
81.7,1.73,6.15,1.24,0.63,-0.41,2.74,-7.204406918,-118.753201,-2.233314974,13.146885450463648,25.120529711928874,-25.98418456,3.55,1.7,81.2,1631,6.3,54.24,128,2.82,1.24,-1.24
94.2,1.65,6.19,0.69,1.36,-0.1,3.87,-6.01571122,-136.9748578,-3.270652089,10.012250705967404,31.994025562228824,-14.61282151,3.39,1.57,93.1,2045,5.8,54.66,145,1.23,0.69,-0.69
81,1.93,6.22,1.13,0.24,0.41,1.97,-5.52309249,-117.7113466,-3.200390825,11.595024232324112,24.590487386946357,-29.54106509,3.39,1.57,80.1,1352,6,54.52,126,3.27,1.13,-1.13
82.5,1.84,6.17,1.06,0.07,0.06,2.71,-6.058582394,-119.9804773,-1.387946792,11.47743231286134,25.97296523402239,-31.45923003,3.39,1.57,81.4,1601,5.8,54.66,130,3.32,1.06,-1.06
93.6,1.57,6.18,0.8,1.53,1.05,2.64,-3.107617059,-136.0075688,-6.71042106,10.595894414874392,33.35576125177508,-11.90035829,3.47,1.63,93.2,2146,6.4,54.12,151,1.1,0.8,-0.8
84.4,1.83,6.02,1.55,0.63,0.48,2,-6.205254837,-122.661282,-4.138599883,16.883474587784658,27.002719320059867,-25.1820898,3.37,1.53,83.7,1637,6.2,54.32,124,2.61,1.55,-1.55
83.3,1.87,6.11,1.37,0.33,0.41,2.09,-6.03728472,-121.1012856,-3.353977969,14.699289323690929,25.83327859669454,-28.48419868,3.22,1.45,82.8,1777,6.2,54.28,136,2.99,1.37,-1.37
83.7,1.79,6.09,1.45,0.58,0.84,1.68,-5.020528021,-121.7251024,-4.830853994,15.403825107382408,26.013343152349805,-25.64356163,3.54,1.71,83.1,1675,6.2,54.34,131,2.7,1.45,-1.45
82.1,2.02,6.14,1.43,0.53,0.72,2.8,-5.708168947,-119.2755851,-1.876804668,14.779031406789189,28.085863550388133,-27.01087701,3.54,1.71,81,1448,6.1,54.38,130,2.93,1.43,-1.43
94.7,1.88,6.15,0.84,1.38,1.07,3.58,-3.983625803,-137.6866881,-4.041964207,11.627247819270767,34.91377971971566,-13.98891217,3.54,1.7,93.8,2234,6.2,54.35,139,1.19,0.84,-0.84
94,1.69,6.19,0.72,1.33,0.39,2.65,-4.948589276,-136.7252928,-6.409541507,10.121603909302657,28.937447769124937,-14.31868091,3.54,1.71,93.9,2168,6.1,54.36,144,1.25,0.72,-0.72
86.7,2.16,5.89,-0.13,0.53,-0.55,1.25,-6.21154297,-126.2366401,-6.084121578,-0.329632218,22.514498701398992,-25.56622569,3.58,1.76,87.3,1987,6.4,54.12,137,2.47,-0.13,0.13
95.6,1.65,6.2,0.65,1.35,0.12,1.57,-5.508136828,-138.9204095,-9.62902386,9.655196995097056,29.16160771195808,-12.76954651,3.47,1.59,95.9,2109,6.4,54.12,145,1.14,0.65,-0.65
84,1.79,6.11,1.25,0.48,1.5,1.42,-3.116584629,-122.2021433,-5.423865111,13.158308062255363,23.41255112002112,-26.49966708,3.45,1.63,83.8,1451,6.1,54.42,126,2.74,1.25,-1.25
78.4,1.7,6.18,-0.25,-0.32,-0.17,1.55,-3.573129369,-114.2241851,-2.640716772,-1.575576964,19.349103001965645,-34.73486794,3.43,1.59,78.7,2101,6.2,54.28,336,3.99,-0.25,0.25
94.2,1.73,6.19,0.52,1.4,0.34,3.43,-4.756784126,-137.1942032,-4.627845041,7.642970361253947,28.344770243794247,-13.67792808,3.43,1.59,94.4,2091,6.2,54.27,147,1.15,0.52,-0.52
95.2,1.87,6.1,1.34,0.89,0.46,2.26,-6.690275305,-138.2657198,-6.319604052,18.67053680582536,34.77136445859111,-19.41945189,3.58,1.72,94.3,2090,6.2,54.31,144,1.66,1.34,-1.34
84.1,1.67,6.11,1.23,0.35,0.74,1.44,-4.598662897,-122.3833521,-5.097757772,13.227760039257912,25.58522639697237,-27.79065904,3.58,1.72,84,1547,6.3,54.17,131,2.89,1.23,-1.23
84.7,1.79,6.03,1.06,0.46,-0.02,1.35,-6.369458271,-123.2149055,-5.583578224,12.010375210618022,21.78924161973521,-26.58792468,3.46,1.72,85.5,1440,6.6,53.93,126,2.69,1.06,-1.06
94.7,1.59,6.16,0.63,1.39,-1.03,2.17,-8.228933413,-137.5664333,-7.827295087,9.738491649,29.73710323730681,-12.96793221,3.46,1.72,94.5,2163,6.2,54.27,144,1.16,0.63,-0.63
86.4,2.06,5.99,-0.04,0.68,0.94,1.68,-2.584820677,-125.7310145,-5.381608347,0.1420364837862667,25.950422320697932,-24.11178006,3.37,1.72,86.1,1982,6.1,54.36,141,2.38,-0.04,0.04
95.5,1.78,6.07,1.38,1.1,-1.25,1.94,-11.01920309,-138.4618115,-7.688738535,20.13772746951563,30.076584182279845,-16.39718151,3.55,1.81,95.1,1993,6.2,54.28,143,1.41,1.38,-1.38
84.6,1.92,6.04,1.65,0.37,-0.86,0.54,-9.771962152,-122.6223807,-7.125503158,18.667982847781957,25.66100370485759,-27.07438533,3.55,1.81,84.2,1479,6.4,54.11,131,2.85,1.65,-1.65
87,1.85,6.03,-0.24,0.64,-0.57,1.87,-5.30137905,-126.5592245,-5.063342206,-1.421251244,27.485264520636797,-24.46463181,3.46,1.72,86.6,1975,6.2,54.28,149,2.39,-0.24,0.24
96.9,1.69,6.18,0.43,1.58,0.24,2.39,-4.856391065,-140.7353315,-8.105925972,6.903813740447212,34.48956691776225,-9.584112913,3.51,1.59,96.5,2167,6.3,54.17,150,0.88,0.43,-0.43
86.4,1.73,6.1,1.12,0.06,0.59,0.83,-4.963458961,-125.5613602,-6.322501155,12.81893095,28.552671991409493,-30.28618529,3.49,1.65,85.4,1300,6,54.5,127,3.03,1.12,-1.12
96.1,1.96,6.04,1.58,0.98,0.74,3.2,-6.80765206,-139.6479758,-4.085586028,22.189137886233148,33.71613086802457,-18.63030966,3.49,1.65,95.5,2038,6.2,54.31,140,1.51,1.58,-1.58
96.3,1.65,6.15,0.42,1.49,0.52,3.44,-3.95224025,-140.0449837,-4.973430571,6.501336112061852,33.59593237324291,-11.65762501,3.51,1.72,95.9,2114,6.2,54.27,148,0.98,0.42,-0.42
95.8,1.86,6.05,1.35,0.85,-0.06,3.53,-8.073462752,-139.3170826,-2.985520043,19.317218931684096,30.079437538243763,-20.66037501,3.49,1.69,95.6,1899,6.1,54.36,143,1.63,1.35,-1.35
97.6,1.69,6.1,0.67,1.53,1.05,3.46,-3.260906646,-142.1470306,-5.145103322,9.827148364985424,30.624418557403807,-10.45588796,3.57,1.69,97.8,2194,6.2,54.27,148,0.85,0.67,-0.67
97,1.67,6.21,0.71,1.36,0.68,2.65,-4.257891109,-141.1359471,-7.11074598,10.414040083458726,29.56293554528621,-12.60620352,3.49,1.69,97.1,2324,6.2,54.32,146,1.05,0.71,-0.71
86.1,1.93,6.06,1.08,0.13,0.75,1.73,-4.948313526,-125.2371272,-4.268109449,12.340550951880632,25.308076575289757,-30.16621748,3.49,1.69,85.7,1507,6.1,54.43,122,2.95,1.08,-1.08
85,1.97,6.01,1.14,0.23,0.75,0.77,-5.135614619,-123.5737658,-6.407376943,12.70027593170416,24.72921291692976,-28.73130616,3.49,1.69,85.1,1435,6.4,54.11,131,2.93,1.14,-1.14
95.5,1.91,6.1,1.21,0.77,-0.39,3.35,-8.769468651,-138.7897997,-3.318856695,17.65847362545305,30.652004224372455,-21.71625527,3.41,1.72,95.4,2030,6.3,54.23,143,1.74,1.21,-1.21
82.7,1.82,6.35,1.1,0.57,-0.32,2.49,-7.009105067,-120.2045297,-3.377628462,12.070788794677146,23.641903967764215,-26.21848528,3.44,1.66,82.6,1410,6.3,54.21,131,2.78,1.1,-1.1
83.4,1.94,6.32,1.29,0.77,0.04,1.81,-6.894564063,-121.2413467,-5.422872565,14.084083167776368,23.326121300116483,-23.74621485,3.44,1.66,83.3,1463,6.2,54.27,133,2.51,1.29,-1.29
86.3,2.12,6.19,0,0.41,-0.53,1.45,-6.288925996,-125.6060978,-5.95829457,1.0723357157135636,21.527776475500524,-26.95883573,3.51,1.65,86.6,1999,6.1,54.35,133,2.62,0,0
96.1,1.8,6.17,1.25,0.82,-0.99,1.94,-10.19536621,-139.5805476,-7.508071829,18.58604676105412,28.738863094413865,-19.90795948,3.64,1.74,96.3,1998,6.3,54.2,149,1.64,1.25,-1.25
82.9,1.78,6.33,1.09,0.66,-1.14,2.38,-8.745329638,-120.4407703,-3.808631164,12.321220556479936,23.292368897813773,-25.16059048,3.61,1.68,82.5,1593,6.1,54.4,129,2.66,1.09,-1.09
83.6,2.03,6.21,1.18,0.24,0.45,1.43,-5.959076794,-121.5605664,-5.059638603,12.836737049132076,23.076750874421133,-29.00216825,3.51,1.65,83.6,1463,6.2,54.25,128,3.02,1.18,-1.18
81.5,1.91,6.36,0.96,0.66,0.53,3.18,-4.939953917,-118.7120621,-1.861389188,10.015042157750203,21.78127783646081,-25.79797515,3.58,1.65,81.5,1366,6.1,54.36,127,2.76,0.96,-0.96
88,2.15,6.17,-0.05,0.73,0.18,0.53,-4.673356263,-127.8526401,-9.105254912,0.3657093220350662,24.514443687657423,-22.56732349,3.64,1.65,88.3,2057,6.4,54.12,134,2.21,-0.05,0.05
94.2,1.95,6.36,1.07,1.03,-0.3,3.03,-8.177524207,-136.885817,-5.134667363,15.312611476587405,32.44078963512266,-18.31814821,3.51,1.65,93.5,1986,6.1,54.38,143,1.57,1.07,-1.07
95.5,1.72,6.4,0.56,1.24,-0.56,2.96,-7.229434135,-138.6860895,-6.127614203,9.024654271987846,35.118771168225464,-14.92354581,3.29,1.49,94.6,2186,6.2,54.35,138,1.29,0.56,-0.56
93.8,1.76,6.39,1.23,0.92,-0.58,1.55,-8.722427339,-136.1429756,-8.803009143,17.163240233538566,27.83855223528287,-18.95766423,3.45,1.58,93.7,1841,6.2,54.31,142,1.67,1.23,-1.23
83.3,1.9,6.29,1.5,0.16,-0.04,1.78,-7.374932338,-120.9328674,-4.126038265,16.193486786637315,26.27457356943416,-29.88938459,3.29,1.49,82.6,1496,6.2,54.29,125,3.17,1.5,-1.5
94.9,1.82,6.33,1.21,1.14,-0.94,3.01,-9.873785958,-137.7029795,-5.495844901,17.599744836601285,32.22852366484373,-16.62575908,3.29,1.49,94.2,1994,6.1,54.37,146,1.42,1.21,-1.21
94,2.01,6.36,0.74,1.3,1.13,2.5,-3.908810199,-136.6376811,-7.096800106,10.172792435596667,32.34783759710631,-14.55395715,3.36,1.68,93.3,2002,6.1,54.43,141,1.3,0.74,-0.74
87.2,2.23,6.23,-0.03,0.55,-0.95,1.72,-7.57442586,-126.7367253,-5.824143283,1.1768434529206824,24.542131944497665,-25.23751426,3.26,1.57,87.1,2002,6.2,54.3,138,2.44,-0.03,0.03
95.2,1.73,6.44,0.65,1.35,-1.01,3.02,-8.602275976,-138.294745,-6.310099172,10.366135100376408,31.863668501837523,-13.6259654,3.26,1.52,94.6,2076,6.1,54.4,143,1.18,0.65,-0.65
93.5,2.19,6.26,1.46,0.79,-0.28,2.21,-9.525262081,-135.7256309,-6.380857201,20.10075577856987,30.445895799386044,-21.15259413,3.23,1.57,93,1919,6.2,54.32,138,1.84,1.46,-1.46
83.8,1.97,6.29,1.28,0.29,0.88,1.14,-5.008482584,-121.8688141,-6.013378858,13.726307234494437,24.894577506113954,-28.25284007,3.29,1.39,83.3,1373,6.1,54.43,126,2.97,1.28,-1.28
96.9,1.99,6.32,1.08,1.06,-0.46,3.44,-8.948421496,-140.7210831,-4.516344459,16.46814511892892,33.16756428831197,-17.30166845,2.96,1.38,96.1,1867,6.1,54.45,142,1.39,1.08,-1.08
96.1,1.8,6.4,0.72,1.42,0.7,2.31,-4.508327131,-139.6387213,-8.355222396,10.430375761017526,36.097462785503495,-11.83625889,2.96,1.38,95.1,2192,6.1,54.37,142,1.08,0.72,-0.72
83.8,1.84,6.33,1.26,0.44,-0.03,2.18,-6.773136052,-121.6858452,-3.890874527,13.950217910828782,27.881487283666583,-27.18057362,2.96,1.38,82.6,1293,6,54.49,129,2.86,1.26,-1.26
84.2,1.81,6.33,1.25,0.39,-0.14,3.49,-6.96093328,-122.3587623,-0.952032044,13.953282290576146,25.179127577918656,-28.25484623,3.07,1.38,83.6,1229,6.1,54.44,136,2.84,1.25,-1.25
95.9,1.77,6.36,0.4,1.71,-0.83,2.76,-7.732385298,-139.2823919,-7.739843421,6.958584447270231,31.38991400070902,-8.386018484,2.96,1.38,95.5,2183,6.2,54.34,140,0.78,0.4,-0.4
94,2.13,6.25,1.36,0.89,-0.41,3.41,-9.569524927,-136.5037647,-3.584701943,19.16388007291131,30.931003850358746,-20.42160056,3.1,1.38,93.5,1968,6.2,54.3,146,1.7,1.36,-1.36
77.4,1.63,6.49,-0.41,-0.3,0.26,2.36,-2.180630065,-112.7411027,-1.318835479,-3.066604033,20.568234389427893,-34.73984197,3.37,1.57,77.1,2276,6,54.48,332,4.1,-0.41,0.41
95.3,1.93,6.4,0.58,1.37,0.78,3.07,-4.317287458,-138.6993762,-6.171130961,8.459902729468206,30.350944543989524,-13.33408181,3.55,1.58,95.1,2119,6.1,54.39,142,1.14,0.58,-0.58
83.7,1.96,6.39,0.82,0.43,0.53,2.69,-4.878721297,-121.7544462,-2.932780836,9.091079597251378,24.295654419347063,-27.5598835,3.24,1.53,83.1,1439,5.9,54.57,126,2.83,0.82,-0.82
83.2,2.1,6.31,1.04,0.6,0.06,1.47,-6.680902049,-120.9407634,-5.786739007,11.486061905606295,22.928389044976186,-25.39634031,3.24,1.53,82.9,1376,6.1,54.44,127,2.7,1.04,-1.04
86.2,2.42,6.27,-0.03,0.51,1.1,3.92,-3.042063909,-125.5523306,-0.454949332,0.2124411334031915,23.307215570863207,-26.87318052,3.23,1.42,86.2,1979,6.1,54.42,142,2.53,-0.03,0.03
94.4,1.96,6.41,0.65,1.26,0.86,2.68,-4.280990966,-137.3333979,-6.788486477,9.123365490105568,28.58030999566197,-14.98866084,3.24,1.53,94.2,2058,6,54.47,139,1.29,0.65,-0.65
86.7,2.01,6.36,-0.05,0.65,-0.69,0.51,-6.316844679,-125.9168025,-9.089906778,0.6417977119606951,23.79058517,-23.63186302,3.26,1.49,86.5,2035,6.1,54.4,138,2.37,-0.05,0.05
85.3,2.07,6.24,1.2,0.53,-0.74,1.39,-8.9850105,-123.8099452,-6.180219722,14.082178051748285,22.973297818911323,-25.64373925,3.36,1.62,85.1,1444,6.2,54.34,127,2.6,1.2,-1.2
83.8,2.04,6.2,0.93,0.09,-0.73,2.15,-8.221722011,-121.7644497,-3.080137914,10.908087727937328,25.144838024698423,-30.80824028,3.32,1.59,83.3,1282,6.2,54.31,128,3.17,0.93,-0.93
95,1.63,6.37,0.86,1.36,-0.39,2.13,-7.190450707,-137.895443,-8.423732651,12.657860101906772,31.73985445201297,-13.10431883,3.32,1.59,94.5,2144,6.2,54.27,143,1.19,0.86,-0.86
94.3,1.68,6.43,0.83,1.32,0.24,3.02,-5.5692722,-137.0881848,-6.034241937,11.695212638422362,31.029792201502488,-14.40307973,3.42,1.59,93.9,2145,6.1,54.35,147,1.25,0.83,-0.83
95.4,1.7,6.37,0.96,1.42,1.09,1.2,-3.754486547,-138.4336695,-11.09064587,13.21863783569142,32.106011201908785,-11.5559711,3.39,1.59,94.9,2201,6.2,54.28,145,1.1,0.96,-0.96
94.7,2.11,6.26,1.09,1.05,-1.25,2.67,-11.16697532,-137.4172033,-6.002053075,16.312924602946005,30.14377831008581,-17.59958384,3.39,1.59,94.3,1953,6.2,54.32,142,1.5,1.09,-1.09
75,1.79,6.41,-0.47,-0.74,-0.85,4.24,-4.607869125,-109.0480711,3.995217275140489,-2.857081692,19.99149602456204,-39.01944418,3.45,1.59,74.5,2290,6.1,54.42,325,4.81,-0.47,0.47
86.2,2.11,6.23,1.24,0.43,1.03,1.07,-5.047629624,-125.2845046,-6.833360135,14.053444261818294,26.636581944642717,-26.45877257,3.2,1.43,85.6,1404,6.1,54.41,132,2.66,1.24,-1.24
84,2.06,6.18,1.19,0.48,0.01,1.53,-7.071437625,-122.0884631,-5.293498746,13.269366985051152,24.741076241205167,-26.48150366,3.36,1.43,83.6,1422,6.2,54.35,124,2.76,1.19,-1.19
86.4,2.14,6.25,-0.04,0.3,0.02,2.06,-4.954058356,-125.8099378,-4.367360705,0.5298538614669536,25.138108426054146,-28.34151551,3.36,1.43,86.3,2049,6.1,54.37,138,2.75,-0.04,0.04
93.4,1.58,6.5,0.84,1.32,-0.17,2.7,-6.327440429,-135.8234256,-6.887146179,11.74912019737767,29.82125380195996,-14.53064587,3.44,1.66,92.9,2002,6.1,54.45,148,1.3,0.84,-0.84
96.6,1.82,6.46,0.69,1.5,-0.36,3.52,-7.316008862,-140.4217029,-5.616510342,10.82147429877421,34.96106418,-11.20885191,3.51,1.65,95.7,2168,6.1,54.45,141,0.96,0.69,-0.69
84.8,1.82,6.25,1.45,0.46,0.2,2.14,-6.640501834,-123.2970429,-4.130724963,16.130871398724643,26.307465248862957,-26.8160305,3.74,1.74,84.1,1351,6,54.47,129,2.73,1.45,-1.45
84.9,2.05,6.26,1.33,0.75,0.01,1.64,-7.392320583,-123.3107432,-5.876253549,15.103866734740972,26.52375699272369,-23.50526516,3.51,1.65,84.1,1376,6.1,54.42,130,2.45,1.33,-1.33
