release_speed,release_pos_x,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,spin_axis,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in
87.5,2.61,6.3,-0.4,0.01,-0.89,2.54,-7.599576818,-127.2669098,-2.956574895,-2.771459606,25.977425384526693,-31.65257765,3.49,1.6,87.4,2200,6.2,54.28,212,2.97,-0.4,0.4
93.5,2.31,6.53,0.41,1.4,0.38,2.77,-5.867916525,-135.9198091,-7.009358832,6.360214287656374,30.57808259381468,-13.40790739,3.49,1.6,93.1,2059,6.1,54.36,148,1.21,0.41,-0.41
94.5,2.18,6.65,0.73,1.41,-0.56,3.53,-8.749657016,-137.2737421,-5.571412419,11.13553164617986,30.467538988708306,-13.25045454,3.37,1.53,94.4,2145,6.3,54.18,147,1.15,0.73,-0.73
82.9,2.05,6.66,1.43,1.01,-0.35,0.38,-8.231062263,-120.2525889,-9.818959545,15.39841832439518,21.671013742657376,-20.61814968,3.37,1.53,82.8,1758,6.2,54.28,135,2.31,1.43,-1.43
83.9,2.12,6.8,1.48,0.93,1.48,3.04,-4.414357028,-121.9955991,-4.085744987,15.655397108109478,25.78321565055077,-22.28633012,3.37,1.53,83.5,1816,6.3,54.25,140,2.33,1.48,-1.48
95,2.03,6.64,0.76,1.51,0.66,3.45,-5.264669939,-138.2526603,-6.071042243,10.896121179506771,30.91109173831193,-11.64093845,3.37,1.53,95,2215,6.3,54.23,147,1.02,0.76,-0.76
94,2.01,6.75,0.96,1.55,-0.03,3.11,-7.410452196,-136.5414207,-7.095498703,13.70617210943201,30.801083159595063,-11.4385766,3.37,1.53,93.8,2247,6.3,54.17,148,1.05,0.96,-0.96
93.5,2.17,6.59,0.52,1.51,0.06,2.9,-6.565552486,-135.9121032,-7.074755727,7.906480086200571,30.64883385,-12.03982718,3.37,1.53,93.3,2156,6.3,54.18,148,1.11,0.52,-0.52
94,2.06,6.67,0.63,1.61,-0.56,3.78,-8.169705145,-136.4928469,-5.277794519,9.752476979634547,33.33798919,-11.06105559,3.37,1.53,93.4,2122,6.3,54.18,150,1,0.63,-0.63
96.3,2.24,6.55,1.3,1.13,-0.86,2.59,-11.17253694,-139.6415442,-7.463286964,19.55093251004251,32.015637402258584,-15.79699941,3.49,1.6,96,2133,6.4,54.12,150,1.35,1.3,1.3
85.5,2.52,6.41,-0.14,0.11,0.81,3.03,-3.738023802,-124.3450942,-1.797228727,-0.595215371,28.661058309593447,-30.88531881,3.49,1.6,84.9,2004,6.2,54.25,230,3.05,-0.14,-0.14
93.3,2.11,6.66,0.4,1.17,-0.55,3.42,-7.743832052,-135.8398887,-5.260446186,6.4556005625813695,24.52226730129202,-16.67053524,3.49,1.6,94.2,2191,6.4,54.1,146,1.41,0.4,0.4
83.6,2.13,6.73,1.26,0.74,-0.21,1.63,-7.846256388,-121.3443685,-6.676231244,14.026097642094262,26.49231232447264,-23.61193549,3.55,1.63,82.9,1853,6.2,54.28,129,2.57,1.26,-1.26
95.5,2.45,6.43,1.4,1.02,-0.83,2.97,-11.77198008,-138.457096,-5.73928288,20.68047002692676,31.05675235665785,-17.82401322,3.55,1.63,95.2,2175,6.3,54.19,140,1.49,1.4,-1.4
92.6,2.4,6.5,1.5,0.68,0.36,2.11,-8.468588122,-134.4681893,-6.856535194,20.07294962,28.37812985471126,-22.59666358,3.55,1.63,92.5,1981,6.3,54.22,135,1.98,1.5,-1.5
86.2,2.55,6.42,-0.32,0.12,-1.42,2.93,-8.754314406,-125.4068538,-2.340550478,-1.797043488,23.632848770010245,-30.64202673,3.55,1.63,86.4,2055,6.3,54.21,192,2.93,-0.32,0.32
84.1,1.93,6.79,1.38,0.77,1.02,1.47,-4.821988692,-122.3068245,-7.458765498,14.842950539167738,22.927072630475333,-23.20601149,3.55,1.63,84,1879,6.1,54.35,137,2.44,1.38,-1.38
86.2,2.62,6.49,-0.33,0.4,-0.64,2.11,-7.045529916,-125.4011749,-5.069581086,-2.311388392,21.26396285439956,-27.15899849,3.55,1.63,86.5,2002,6.1,54.37,180,2.63,-0.33,0.33
93.9,2.25,6.66,0.81,1.35,-0.1,3.66,-7.866765255,-136.5125545,-5.077057083,11.807923684577526,27.63616690274635,-14.30861367,3.41,1.56,94,2164,6.2,54.27,150,1.22,0.81,-0.81
85.3,2.76,6.43,-0.13,-0.04,1.05,2.06,-3.748338243,-124.1361787,-3.879271769,-0.609053884,25.346343090540906,-31.97097674,3.41,1.56,85.2,2040,6.2,54.26,241,3.17,-0.13,0.13
80.8,2.15,6.83,0.92,0.72,1.17,2.65,-3.90734289,-117.6360041,-4.080540514,9.282696811622213,19.81291372108244,-24.93704193,3.41,1.56,81,1597,6.1,54.36,137,2.74,0.92,-0.92
82.4,2,6.86,1.02,0.7,-0.51,3.59,-7.666377739,-119.8590466,-2.350990482,11.168138826395882,19.562346236024386,-25.13812004,3.41,1.56,82.7,1727,6.2,54.31,135,2.62,1.02,-1.02
89,2.57,6.38,-0.22,0.6,-1.05,1.75,-8.456559234,-129.4625842,-6.667968975,-1.003474229,23.123955206780927,-24.33642196,3.49,1.6,89.9,2160,6.5,53.96,158,2.25,-0.22,-0.22
88.2,2.6,6.4,-0.12,0.45,-0.11,2.72,-6.334546808,-128.2792583,-3.826832345,-0.025844822,25.98334293072418,-26.57212877,3.49,1.6,88.4,2129,6.4,54.13,167,2.47,-0.12,-0.12
88.7,2.6,6.46,-0.26,0.56,0.02,3.2,-5.739776265,-129.1354837,-3.127924685,-1.835433998,25.10932689438755,-25.43312629,3.49,1.6,89,2103,6.3,54.22,176,2.32,-0.26,-0.26
93.8,2.32,6.63,0.75,1.36,-0.38,2.46,-8.63217831,-136.2284712,-8.059438583,11.242007396411374,29.242373556633016,-13.57294452,3.3,1.5,93.9,2212,6.4,54.09,141,1.23,0.75,-0.75
92.4,2.18,6.66,0.63,1.24,0.01,3.11,-6.906747665,-134.3082438,-5.911824768,9.179067374,29.312792969157154,-16.1015149,3.3,1.5,92.4,2169,6.4,54.13,143,1.44,0.63,-0.63
93.9,2.32,6.6,0.76,1.53,0.27,1.33,-6.967103405,-136.2749254,-11.29566479,11.008086724564038,27.879185119885967,-10.78990501,3.37,1.53,94,2191,6.4,54.14,142,1.05,0.76,0.76
87.2,2.72,6.42,0,0.45,0.32,3.17,-5.744949693,-127.0034539,-2.685353191,1.006062256625911,21.776353162517623,-26.98675917,3.37,1.53,87.6,2040,6.2,54.34,149,2.51,0,0
93.7,2.3,6.64,0.61,1.39,0.38,2.34,-6.304744697,-136.1684084,-8.454437713,8.888884669631446,27.05615356942083,-13.27801309,3.37,1.53,94,2179,6.3,54.15,145,1.2,0.61,0.61
94.5,2.18,6.57,0.62,1.5,-1.19,2.53,-10.13841946,-137.1850771,-8.199034294,9.900972789,28.280221143601377,-11.54519675,3.37,1.53,94.8,2231,6.4,54.06,150,1.05,0.62,0.62
86.8,2.42,6.44,-0.14,0.46,-0.62,1.37,-7.010424148,-126.2589456,-7.02120759,-0.367309987,20.193162087393056,-26.21580897,3.37,1.53,87.7,2054,6.4,54.08,163,2.52,-0.14,-0.14
88.4,2.41,6.41,-0.05,0.69,-0.02,1.53,-5.803862979,-128.7125601,-7.381673827,0.3948229296989521,21.712574818903253,-23.27795457,3.37,1.53,89.2,2074,6.3,54.17,161,2.18,-0.05,-0.05
76.6,2.07,6.74,-0.65,-0.76,-0.41,2.65,-4.053849695,-111.5859171,-0.329959084,-4.825493126,18.50497246843417,-38.73034968,3.49,1.6,76.9,2258,6.3,54.21,331,4.61,-0.65,-0.65
95.6,2.6,6.45,1.18,0.65,0.23,3.3,-8.91756514,-139.0434396,-4.204210384,17.19133025003033,27.72836924,-23.03602797,3.49,1.6,96.3,1948,6.5,54.03,140,1.83,1.18,1.18
87.5,2.6,6.47,-0.34,0.02,-0.43,1.68,-6.594058661,-127.2537358,-5.488365585,-2.483877005,24.297665788608168,-31.12244304,3.49,1.6,87.8,2133,6.3,54.15,199,2.95,-0.34,-0.34
94.7,2.33,6.63,0.63,1.27,-0.77,3.56,-9.469216958,-137.6832846,-5.20580419,9.936084639189238,27.53915935107092,-14.98720098,3.49,1.6,95.1,2192,6.3,54.16,146,1.26,0.63,0.63
87.5,2.71,6.42,-0.01,0.64,0.36,2.75,-5.6396666,-127.3831719,-4.088055996,0.9968973775571552,24.072559880757456,-24.55601997,3.49,1.6,87.7,2136,6.2,54.28,166,2.31,-0.01,-0.01
94.5,2.44,6.59,0.5,1.51,1.71,3.11,-3.012750605,-137.4179075,-6.734075649,7.060393552,31.995425653304235,-11.76723673,3.49,1.6,94.4,2146,6.4,54.15,147,1.06,0.5,0.5
94.3,2.48,6.59,0.67,1.15,-0.37,3.02,-8.877589951,-137.0134572,-6.137625867,10.42369889513829,30.485987910161548,-16.43734236,3.49,1.6,94.1,2111,6.2,54.25,145,1.42,0.67,-0.67
92.4,2.3,6.6,0.72,1.28,-0.01,2.75,-7.430758824,-134.3238503,-6.795682901,10.270754632386668,27.99461195824492,-15.31556489,3.49,1.6,92.4,2081,6.3,54.24,144,1.38,0.72,-0.72
84.3,2.22,6.66,0.97,1.03,-0.48,2.54,-8.199459736,-122.4888907,-5.237289198,11.368100487333232,24.607026303578117,-20.89567577,3.37,1.53,84.3,1639,6.4,54.11,134,2.19,0.97,-0.97
82.3,2.14,6.75,1.29,0.46,0.81,3.17,-5.524804773,-119.7723452,-2.454351396,13.500914406023954,24.422493058784543,-27.51933181,3.37,1.53,82.1,1634,6.3,54.2,131,2.92,1.29,-1.29
92.9,2.24,6.57,0.79,1.36,0.72,3.44,-5.631821121,-135.086589,-5.167566792,10.878954499983342,31.68059754334212,-14.65101698,3.37,1.53,92.8,2136,6.4,54.08,143,1.3,0.79,-0.79
94.2,2,6.74,0.79,1.29,-0.53,3.4,-8.323986188,-136.8780336,-5.857304574,11.726924068375435,28.51970437918664,-14.75930334,3.49,1.6,94.4,2117,6.3,54.15,144,1.27,0.79,0.79
89.1,2.63,6.25,-0.38,0.41,-1.57,0.09,-9.509545098,-129.366756,-10.04273683,-2.685971194,21.98586684970436,-25.90294171,3.49,1.6,89.7,2208,6.4,54.1,157,2.43,-0.38,-0.38
86.7,2.38,6.46,-0.16,0.6,-1.38,1.58,-8.680154861,-126.0390058,-6.751547597,-0.177883905,22.75084336331615,-24.67995329,3.49,1.6,87.3,2199,6.5,54.04,180,2.41,-0.16,-0.16
87.2,2.61,6.3,-0.13,0.54,0.02,1.39,-6.005203812,-126.8706669,-6.868853382,-0.340870556,22.31483833712348,-25.17326587,3.49,1.6,88,2164,6.5,54.01,175,2.42,-0.13,-0.13
94.9,2.36,6.43,0.92,1.4,-0.17,2.3,-8.65564448,-137.7538421,-8.307069675,13.514718626516451,28.38940178103184,-12.65330373,3.55,1.63,95.3,2294,6.5,54.01,143,1.13,0.92,-0.92
83.1,2.06,6.72,1.31,0.67,1.27,2.77,-4.380334986,-120.9776212,-3.979550961,13.721480610085113,20.97437199620685,-25.0188826,3.55,1.63,83.7,1793,6.4,54.12,132,2.6,1.31,-1.31
94.6,2.25,6.58,0.63,1.44,0.15,2.72,-6.875403114,-137.5689059,-7.651092045,9.408936642318556,28.663631328537782,-12.33463047,3.55,1.63,95,2266,6.4,54.1,144,1.1,0.63,-0.63
76.9,2.02,6.75,-0.64,-0.83,-0.09,0.79,-3.31400532,-112.0247546,-4.219296621,-4.850004728,18.390978565226654,-38.74841357,3.55,1.63,77.2,2323,6.2,54.25,336,4.65,-0.64,0.64
93.9,2.18,6.71,0.63,1.45,-0.84,3.48,-9.232608984,-136.5017627,-5.902593223,9.823632422,27.78710075694182,-12.84991161,3.55,1.63,94.3,2257,6.4,54.1,145,1.12,0.63,-0.63
93.8,2.21,6.73,0.63,1.36,-0.26,2.93,-7.757830672,-136.2532239,-7.106258161,9.549934470954105,29.08537792456821,-13.78943368,3.55,1.63,93.7,2129,6.3,54.25,147,1.23,0.63,-0.63
81.8,1.94,6.79,0.99,0.51,0.85,1.99,-4.37181951,-119.00216,-5.25139503,10.256800774660537,22.79629066982341,-26.51019777,3.55,1.63,81.7,1658,6.3,54.25,134,2.9,0.99,-0.99
84.9,2.51,6.47,-0.17,0.07,0.34,2.83,-4.72781627,-123.5587415,-2.250232365,-0.659199609,27.503689376984077,-31.24359314,3.55,1.63,84.4,2035,6.2,54.26,210,3.13,-0.17,0.17
93.4,2.64,6.5,0.65,1.14,1.1,2.38,-5.391678842,-135.8564184,-7.402910395,9.216015780841978,27.736767727418915,-16.61739879,3.41,1.56,93.5,2142,6.2,54.25,141,1.46,0.65,-0.65
92.8,2.3,6.59,0.64,1.32,0.05,3.47,-7.148931407,-135.0127144,-5.104960088,9.340802281874849,27.24190336480743,-15.02899358,3.41,1.56,93.1,2164,6.3,54.19,143,1.31,0.64,-0.64
92.2,2.37,6.59,0.45,1.14,0.19,3.62,-6.526154319,-134.2726467,-4.290209296,6.7169902067330085,25.236301069142076,-17.55441259,3.41,1.56,92.9,2059,6.4,54.14,142,1.5,0.45,-0.45
81.7,2.08,6.77,1.14,0.9,0.45,1.34,-5.857205997,-118.8105698,-7.442263873,11.934030902466084,20.34706911,-22.45076473,3.41,1.56,81.9,1645,6.2,54.3,133,2.49,1.14,-1.14
91.3,2.3,6.65,0.59,1.29,1.01,3.93,-4.503545094,-132.9837971,-3.768707881,7.928885178203005,27.633038495066803,-16.24872975,3.41,1.56,91.4,2131,6.2,54.27,142,1.43,0.59,-0.59
95.6,2.18,6.68,0.74,1.46,-0.68,3.09,-9.170644311,-138.7994405,-7.115013029,11.491167789169134,29.495232614660736,-11.82270307,3.49,1.6,95.7,2248,6.3,54.17,152,1.03,0.74,0.74
89.1,2.66,6.46,-0.28,0.3,-0.01,2.29,-5.987975745,-129.7897544,-4.932354247,-2.12427106,23.31238800252359,-28.00624367,3.49,1.6,89.8,2232,6.4,54.14,180,2.53,-0.28,-0.28
95.9,2.6,6.4,0.48,1.35,-0.37,1.8,-8.900498244,-139.1851311,-9.628115182,8.094330930778893,29.128163862007487,-12.68328354,3.49,1.6,96.1,2344,6.4,54.12,142,1.13,0.48,0.48
94.2,2.47,6.52,0.56,1.23,-0.26,3.2,-8.325196051,-136.8973668,-5.658902584,8.814849449113623,29.615059841575647,-15.59222215,3.49,1.6,94.2,2241,6.3,54.21,147,1.34,0.56,0.56
93.9,2.38,6.58,0.53,1.31,-0.52,2.9,-8.642959151,-136.4596149,-6.733981345,8.311786812082904,26.604463441049585,-14.52696958,3.3,1.5,94.2,2149,6.3,54.21,140,1.26,0.53,-0.53
87.4,2.78,6.45,-0.31,0.12,-0.31,1.79,-6.811323987,-127.1489508,-5.389271098,-2.115424503,23.746853529410508,-29.96965172,3.37,1.53,87.7,2112,6.3,54.22,190,2.84,-0.31,-0.31
93.2,2.47,6.62,0.64,1.53,-0.13,2.13,-8.058930732,-135.3348694,-9.134552233,9.474401374595235,26.772121993432176,-11.56923304,3.37,1.53,93.3,2114,6.3,54.22,147,1.09,0.64,0.64
82.4,1.81,6.66,0.96,1.06,-0.96,2.82,-8.153810783,-119.7781893,-4.305016505,10.768175405967384,20.77477049195975,-21.32586349,3.55,1.63,82.6,1785,6.3,54.23,141,2.28,0.96,-0.96
93,2.1,6.43,0.73,1.39,-0.45,3.52,-8.128592655,-135.2023717,-4.754020814,10.68148100723162,28.731495492457807,-14.24654393,3.55,1.63,93,2175,6.3,54.23,146,1.24,0.73,-0.73
83.3,2,6.6,1.3,0.83,-0.4,-0.48,-8.013818281,-120.6383062,-11.27026862,14.329217516276106,24.70452143626324,-21.91095265,3.55,1.63,82.5,1873,6.1,54.39,141,2.5,1.3,-1.3
83.4,1.97,6.5,0.8,1,-0.68,2.81,-7.667446747,-121.1803149,-4.025884461,9.306816568486203,22.748041755882355,-21.71119374,3.55,1.63,83.6,1867,6.4,54.07,140,2.28,0.8,-0.8
74.8,2.1,6.55,-0.86,-1.07,0.69,1.31,-1.385622133,-108.9647459,-1.689241979,-6.531098153,21.321546559363785,-40.50541267,3.55,1.63,74.4,2244,6.2,54.33,330,5.17,-0.86,0.86
94,1.94,6.6,0.7,1.62,-0.4,2.63,-7.595613066,-136.5203988,-8.161682935,10.450400593290672,30.096578596748827,-10.24547811,3.47,1.59,93.9,2223,6.3,54.16,146,0.97,0.7,-0.7
93.7,2.2,6.41,0.66,1.65,0.98,3.02,-4.607494094,-136.2055222,-6.614635456,9.250122834783117,32.405489447972144,-10.37208584,3.47,1.59,93,2306,6.1,54.38,151,0.97,0.66,-0.66
84.1,2.54,6.28,-0.14,0.17,0.47,2.53,-4.544162075,-122.5437145,-2.689861512,-0.567926801,23.196520564289028,-30.13775048,3.37,1.53,84.4,2102,6.3,54.18,239,3.03,-0.14,0.14
93.8,2.27,6.46,0.61,1.36,-0.12,3.11,-7.505902128,-136.3141511,-5.877482481,9.340934296433137,33.11843942819285,-14.07907296,3.37,1.53,93.3,2227,6.3,54.18,145,1.26,0.61,-0.61
93.4,2.43,6.47,0.59,1.45,0.11,3.42,-7.272898731,-135.8212659,-5.282057054,8.834856459775144,29.692317773294253,-13.20464387,3.37,1.53,93.4,2175,6.3,54.2,148,1.16,0.59,-0.59
86.5,2.61,6.23,-0.34,0.13,-1.04,1.75,-7.997633819,-125.8946272,-4.820645926,-2.29517236,22.16990030300399,-30.11905986,3.37,1.53,87,2215,6.3,54.2,190,2.89,-0.34,0.34
94.2,2.29,6.45,0.69,1.49,0.38,3.9,-6.481669274,-136.9472988,-4.18797923,10.135514548509336,30.65084958490339,-12.74483986,3.37,1.53,93.9,2177,6.2,54.31,151,1.09,0.69,-0.69
84.1,2.21,6.48,1.3,0.58,0.01,-0.13,-7.642575607,-121.8689306,-9.943719304,14.53091141106457,25.28286544839444,-24.49682398,3.37,1.53,83.3,1756,6.1,54.39,135,2.68,1.3,-1.3
95.1,2.42,6.47,0.63,1.42,1.41,3.62,-4.05523192,-138.3724664,-4.95308856,9.010379327,32.926991986115084,-13.09211014,3.37,1.53,94.6,2194,6.2,54.35,148,1.12,0.63,-0.63
94.2,2.38,6.41,0.76,1.38,0.74,3.49,-5.904984009,-136.9546319,-4.929893099,10.88192154189036,31.33205857162912,-13.86606526,3.37,1.53,93.8,2114,6.2,54.34,149,1.2,0.76,-0.76
84.7,2.59,6.36,-0.44,-0.02,-1.47,3.22,-8.570866117,-123.0558045,-0.873782041,-2.495626172,27.436367754220097,-32.37753817,3.49,1.6,84,2140,6.2,54.28,242,3.24,-0.44,0.44
94.7,2.73,6.21,0.62,1.29,1.65,2.42,-4.212213779,-137.6667933,-7.036584161,8.870565313615844,32.36203317389049,-14.41563127,3.49,1.6,94.3,2145,6.2,54.27,144,1.27,0.62,-0.62
95.5,2.46,6.45,1.22,1.25,-1.48,4.09,-13.02698772,-138.5087186,-3.369848599,18.569501283188163,30.87109104197121,-15.46021879,3.49,1.6,95,2132,6.2,54.35,154,1.26,1.22,-1.22
77.1,2.26,6.6,-0.45,-0.92,1.62,0.72,-0.524199705,-112.3288067,-3.862051682,-3.714575653,20.72476478813756,-39.4216219,3.49,1.6,77,2239,6.2,54.34,333,4.75,-0.45,0.45
87.1,2.54,6.36,-0.62,0.14,-1.53,2.19,-8.467307086,-126.5983027,-4.158485578,-5.140109602,23.90593803465404,-30.0108746,3.49,1.6,87.3,2266,6.3,54.2,217,2.85,-0.62,0.62
85.2,2.57,6.39,-0.35,0.19,0.47,3.09,-4.209051331,-124.0410776,-1.832306131,-2.791506611,23.64320786256621,-30.08285626,3.49,1.6,84.9,2154,6,54.51,222,2.94,-0.35,0.35
94.3,2.27,6.35,0.46,1.46,-0.14,2.55,-7.298801893,-137.0669116,-7.435478166,7.378764933136891,30.22826121252416,-12.329394,3.47,1.59,94.4,2292,6.4,54.09,148,1.11,0.46,-0.46
83,2.19,6.59,1.26,0.6,0.05,1.72,-7.346410149,-120.5113372,-5.774025955,13.736145483964874,24.430319460462893,-25.35994049,3.47,1.59,82.6,1785,6.2,54.27,134,2.74,1.26,-1.26
81.2,2.15,6.65,1.27,0.76,0.06,3.47,-7.068968854,-118.0674979,-1.918272376,13.251305745540368,24.106217530077167,-24.89186512,3.47,1.59,80.5,1761,6,54.46,135,2.72,1.27,-1.27
76.9,2.17,6.59,-0.76,-1.12,1.09,3.12,-0.912448163,-111.9366392,1.7350535006570509,-6.142265411,22.20949942301345,-42.13074613,3.47,1.59,76.4,2291,6.1,54.35,333,5.01,-0.76,0.76
94.8,2.56,6.45,0.47,1.43,0.3,4.07,-6.944293921,-137.8604906,-3.678393715,7.665197619804753,33.17452412834157,-13.40195292,3.47,1.59,94.1,2278,6.1,54.4,147,1.13,0.47,0.47
95.4,2.49,6.31,0.95,1.36,-0.36,2.08,-9.573775829,-138.4526401,-8.513313516,14.344083655982969,31.07391779361325,-12.85672524,3.47,1.59,95,2307,6.2,54.31,141,1.16,0.95,0.95
96.1,2.36,6.31,1.26,0.83,-0.41,0.78,-10.16564414,-139.2348556,-10.86297105,18.716067537096944,32.53012269759072,-18.92315299,3.47,1.59,95.7,2118,6.4,54.08,143,1.67,1.26,1.26
85.5,2.49,6.36,-0.24,0.21,-0.83,2.18,-7.309439144,-124.2956787,-3.915070629,-0.895255879,27.545301368675396,-29.39438004,3.47,1.59,85,2137,6.3,54.22,269,2.94,-0.24,-0.24
85.7,2.53,6.37,-0.16,0.25,0.07,3.26,-5.465592416,-124.6833827,-1.537926126,-0.505487549,26.764714144950272,-29.45612008,3.47,1.59,85.3,2092,6.2,54.31,259,2.87,-0.16,-0.16
81.5,2.07,6.63,1.17,0.9,-0.14,1.93,-7.16218159,-118.4033879,-5.644119917,12.407846813704042,23.397883525504906,-22.79006138,3.3,1.5,80.9,1728,6.1,54.44,141,2.55,1.17,-1.17
85.6,2.59,6.36,-0.44,0.19,-0.07,1.31,-5.381257242,-124.4835314,-5.960824269,-3.389903619,26.896137344810573,-29.0828603,3.3,1.5,85.1,2229,6.2,54.33,233,2.94,-0.44,0.44
91.6,2.56,6.41,0.91,1.39,0.85,3.11,-6.245817341,-133.2056488,-5.438045846,12.145617046479098,28.131898955772225,-14.66741304,3.3,1.5,91.2,2166,6.1,54.43,144,1.33,0.91,-0.91
83.7,1.82,6.54,1.15,0.67,-0.43,1.8,-7.464784162,-121.6575494,-5.830645234,12.919402305517153,23.861177261969512,-24.53541433,3.26,1.48,83.6,1892,6.3,54.23,140,2.59,1.15,-1.15
77.1,2.33,6.48,-0.59,-1.12,0.38,0.14,-3.058415641,-112.180244,-4.394112881,-4.320871117,23.09954383025764,-40.84518602,3.26,1.48,76.6,2311,6.3,54.25,338,5,-0.59,0.59
93.6,2.4,6.32,0.48,1.34,-0.33,1.9,-8.103434721,-135.8183965,-8.59248709,7.719302307469267,30.40095041091709,-13.81810837,3.26,1.48,93.5,2195,6.5,54.04,145,1.28,0.48,-0.48
94.2,2.46,6.39,0.57,1.48,0.37,2.96,-6.685039515,-136.9577225,-6.455724344,8.680549893661485,30.87997406252416,-12.32516561,3.26,1.48,94,2206,6.3,54.24,146,1.1,0.57,-0.57
93.6,2.44,6.34,0.7,1.51,1.11,2.92,-4.984744072,-136.0709774,-6.357163751,9.876938303392471,32.78517726753012,-12.29368233,3.26,1.48,93.2,2188,6.3,54.16,147,1.12,0.7,-0.7
84.9,2.01,6.5,1.27,0.67,0.85,1.33,-5.267997049,-123.3955417,-7.130090342,14.05654522502509,23.23850285211346,-24.13025905,3.37,1.53,85.1,1853,6.3,54.16,142,2.49,1.27,-1.27
83,2.29,6.55,1.35,0.52,0.48,2.1,-6.735506134,-120.6578777,-4.692044866,14.49818480583197,24.443159559050905,-26.35146692,3.37,1.53,82.6,1891,6.1,54.35,139,2.81,1.35,-1.35
93,2.54,6.32,0.6,1.31,0.8,3.52,-5.779180118,-135.3539521,-4.297108683,8.630750160173646,28.993101642426502,-15.32668425,3.37,1.53,93,2190,6.2,54.26,144,1.32,0.6,-0.6
92.7,2.28,6.48,0.68,1.46,1.1,4.01,-4.506949234,-134.9873262,-3.737236508,9.346792455174825,29.56718649376566,-13.67528922,3.37,1.53,92.8,2170,6.3,54.18,148,1.19,0.68,-0.68
94,2.21,6.52,0.7,1.49,-0.47,2.04,-8.458252746,-136.4520896,-9.165731734,10.56679257773984,29.54543008881416,-11.65538955,3.55,1.63,,2221,6.2,54.26,149,1.1,0.7,-0.7
86.8,2.85,6.25,-0.3,0.21,1.59,2.88,-2.411845653,-126.4004197,-2.329048671,-2.695359183,25.78155626854136,-29.6134492,3.55,1.63,86.6,2206,6.1,54.39,197,2.81,-0.3,0.3
95.2,2.88,6.23,0.72,1.38,0.86,2.53,-6.905752797,-138.338339,-7.139842406,10.798302087147976,32.46706901987398,-12.99721633,3.47,1.59,94.9,2227,6.3,54.17,141,1.15,0.72,-0.72
94.9,2.32,6.5,0.49,1.44,-1.25,4.18,-10.3863619,-137.7368114,-3.552694888,8.673704302,33.506745630538326,-13.24895776,3.47,1.59,94.1,2223,6.2,54.32,147,1.12,0.49,-0.49
77.5,2.3,6.49,-0.61,-0.68,-0.94,0.5,-5.79750098,-112.7092256,-4.558868503,-4.039296039,22.080990747479483,-37.25902033,3.47,1.59,77.3,2275,6.3,54.18,335,4.5,-0.61,0.61
95.1,2.39,6.4,0.86,1.39,0.52,3.52,-6.824761529,-138.2553249,-4.977807148,12.58578879415482,32.92872248780475,-13.41788494,3.47,1.59,,2309,6.3,54.23,143,1.15,0.86,-0.86
95,2.53,6.47,0.73,1.58,0.06,3.73,-8.086969868,-138.0651167,-5.006768222,11.235210493478444,32.211481488195496,-11.10372453,3.47,1.59,94.6,2353,6.2,54.28,144,0.97,0.73,-0.73
77,2.22,6.65,-0.45,-1.07,-0.64,1.42,-5.241515872,-112.0543675,-2.177095329,-2.824823852,20.13665633114497,-41.0450303,3.37,1.53,76.8,2241,6.1,54.37,338,4.92,-0.45,0.45
94.2,2.27,6.47,0.49,1.58,0.51,4.14,-5.6877187,-137.1195905,-3.843409305,7.474009244528049,31.283756645242647,-11.64555901,3.37,1.53,94.3,2154,6.4,54.12,148,1,0.49,-0.49
94.4,2.3,6.45,0.73,1.31,0.47,3.13,-6.372457957,-137.2009395,-5.808647546,10.636276472311932,31.612282462474365,-14.54480803,3.37,1.53,94,2127,6.2,54.29,144,1.26,0.73,-0.73
93.7,2.5,6.44,0.69,1.26,0.67,2.84,-6.230125078,-136.4002392,-6.399662103,9.862863409930448,26.99024815364145,-15.21990412,3.37,1.53,94.2,2143,6.3,54.19,149,1.31,0.69,-0.69
94.8,2.35,6.42,0.87,1.27,-0.33,2.64,-8.952367252,-137.762472,-7.066222793,13.059553091455072,28.854563330607448,-14.61610992,3.49,1.6,94.9,2175,6.3,54.24,146,1.26,0.87,-0.87
83.4,2.13,6.53,1.55,0.74,0.27,-1.74,-7.26878315,-120.556879,-13.86695231,16.51360337538913,24.834835636449174,-22.28798936,3.49,1.6,82.8,1773,6.4,54.08,133,2.6,1.55,-1.55
92.4,2.49,6.49,0.87,1.48,0.17,3.68,-7.747200424,-134.2303762,-4.495281486,12.259744754888496,30.377000838970723,-13.565168,3.49,1.6,91.7,2134,6.1,54.42,147,1.21,0.87,-0.87
78.4,2.52,6.32,-0.66,-1.06,0.95,1.16,-2.176307219,-114.1748339,-2.36623548,-5.379620704,21.00796560736455,-41.20701504,3.37,1.53,78.8,2289,6.5,53.95,340,4.76,-0.66,0.66
95.5,2.84,6.16,1.12,1.3,-0.34,2.66,-10.91601958,-138.5064856,-6.511993584,16.890956731560852,31.02775563810319,-14.07271189,3.37,1.53,95.5,2301,6.5,54,138,1.21,1.12,-1.12
